名称 (Name),详情链接 (Link),图片链接 (Image),目 (Order),科 (Family),属 (Genus)
金翅斑鹦哥 / Golden-winged Parakeet / Brotogeris chrysoptera,https://www.huaniao8.com/niao/44269.html,https://hn8i.7img.cn/OTZkNGNiYTI3YmZlNTZjZTNhNWYxMWYwMjUwN2QzYTkvMjUwLzMyMC80NmRm.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Brotogeris
和尚鹦哥 / Monk Parakeet / Myiopsitta monachus,https://www.huaniao8.com/niao/43250.html,https://hn8i.7img.cn/NjQzMmI4NTAzYzI5NTVjNDdmYTk5ZGVhMTUzMWY3YmIvMjUwLzMyMC85Y2E0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Myiopsitta
澳洲王鹦鹉 / Australian King Parrot / Alisterus scapularis,https://www.huaniao8.com/niao/43120.html,https://hn8i.7img.cn/MTljYjViOWY1YTg2OGNkYWZkN2UwYjQ0MjQ0ZDQwYmEvMjUwLzMyMC8wNDkx.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Alisterus
蓝颊鹦哥 / Blue-cheeked Amazon / Amazona dufresniana,https://www.huaniao8.com/niao/42952.html,https://hn8i.7img.cn/YWZkYWEyZjlkMjdmNjExZTE0ZTg2MjhhYmEzMmU3MTgvMjUwLzMyMC9hNDAy.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
粉额鹦哥 / Peach-fronted Parakeet / Eupsittula aurea,https://www.huaniao8.com/niao/42782.html,https://hn8i.7img.cn/M2NjZmI4NjdiYWY1NTA3NDUyYjYxMmUyYjk3MTRhZDcvMjUwLzMyMC9mZWM4.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Eupsittula
叶华丽鹦鹉 / Leaf Lorikeet / Trichoglossus weberi,https://www.huaniao8.com/niao/42887.html,https://hn8i.7img.cn/NDI4N2M1NDk3YzIzMTRkMzgwMTBhYjNjNDM3NTg5MzcvMjUwLzMyMC9mMmJj.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Trichoglossus
查岛鹦鹉 / Chatham Parakeet / Cyanoramphus forbesi,https://www.huaniao8.com/niao/42705.html,https://hn8i.7img.cn/YmFkYzVmOGJlZWNmOTE2NzFkYWRmZWUwM2Q1YTkzZDQvMjUwLzMyMC8zODFi.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Cyanoramphus
绿翅王鹦鹉 / Papuan King Parrot / Alisterus chloropterus,https://www.huaniao8.com/niao/42601.html,https://hn8i.7img.cn/MDY1OGQ3YTNkMGI0OTk3ZWJhZDdlYWQzMWUyNWZmZjYvMjUwLzMyMC85MmM3.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Alisterus
绿背玫瑰鹦鹉 / Green Rosella / Platycercus caledonicus,https://www.huaniao8.com/niao/42492.html,https://hn8i.7img.cn/NzIxYzFhOGNjODI4ZWZhMTA4MjE1YWZiMTA5Njk1OTcvMjUwLzMyMC9kODQ2.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Platycercus
绯红腹鹦哥 / Pearly Parakeet / Pyrrhura lepida,https://www.huaniao8.com/niao/42022.html,https://hn8i.7img.cn/ZDRjY2U4MzE2ZWYzMmI2MTJlZGJkMGY1ZDBjODUyY2QvMjUwLzMyMC9mYzI3.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
卡罗莱纳鹦哥 / Carolina Parakeet / Conuropsis carolinensis,https://www.huaniao8.com/niao/42341.html,https://hn8i.7img.cn/MWNlZjE5N2JmNGY0YjZmYTM1MDM3NDFlODRjZTg0MzUvMjUwLzMyMC9mYzNj.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Conuropsis
白眼鹦哥 / White-eyed Parakeet / Psittacara leucophthalmus,https://www.huaniao8.com/niao/42419.html,https://hn8i.7img.cn/OTkxOTYyZTZlM2FhNzU2OTNkMTExMmM3YmQ5NzEwMDUvMjUwLzMyMC9kYTEx.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psittacara
社会岛鹦鹉 / Raiatea Parakeet / Cyanoramphus ulietanus,https://www.huaniao8.com/niao/41591.html,https://hn8i.7img.cn/NTM3N2IzNWQ5YTllOTNjYzY1Y2RlYTQxZmU1ZGRkODUvMjUwLzMyMC9hMWFi.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Cyanoramphus
黑脸牡丹鹦鹉 / Black-cheeked Lovebird / Agapornis nigrigenis,https://www.huaniao8.com/niao/41464.html,https://hn8i.7img.cn/NDJhODczNWI3ODAwOWMyZWQ3OTU2ZjNjNjQyZjE2ZTAvMjUwLzMyMC83Yjdk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Agapornis
萨氏果鹦鹉 / Salvadori’s Fig Parrot / Psittaculirostris salvadorii,https://www.huaniao8.com/niao/42624.html,https://hn8i.7img.cn/YjIwNTVhNDM3NDE1Yjc0Nzg2OTZlZWE1YzAyYTEzOWUvMjUwLzMyMC85ZWI5.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittaculirostris
